X,Y,Z
0.678600013,-0.467999995,-0.062400002
0.951600015,-0.249600008,-0.475800008
1.021800041,-0.647400022,0.093600005
0.990600049,-0.249600008,-0.37440002
0.647400022,-0.530400038,-0.273000002
0.928200006,-0.413400024,-0.249600008
0.943800032,-0.499200016,-0.405600011
0.943800032,-0.499200016,-0.405600011
0.865800023,-0.233999997,-0.194999993
1.092000008,-0.389999986,-0.475800008
0.904800057,-0.507000029,0
0.748800039,-0.436800033,-0.413400024
1.131000042,-0.389999986,-0.507000029
0.842400014,-0.265200019,-0.335399985
1.294800043,-0.140400007,-0.436800033
0.91260004,-0.694200039,0.171599999
0.91260004,-0.694200039,0.171599999
1.084200025,-0.140400007,-0.811200023
0.967200041,-0.522600055,-0.319800019
0.639600039,-0.499200016,-0.023400001
1.521000028,0.179400012,-0.475800008
0.826800048,-0.80340004,0.0858
1.396200061,-0.389999986,-0.304200023
0.819000006,-0.218400016,-0.233999997
0.819000006,-0.218400016,-0.233999997
0.522600055,-0.156000003,-0.179400012
0.904800057,0.078000002,-0.499200016
1.325999975,-0.233999997,-0.257400006
0.990600049,-0.218400016,-0.366600007
0.967200041,-0.444600016,-0.280800015
0.990600049,-0.717600048,0.0078
1.208999991,-0.358800024,-0.436800033
0.826800048,-0.499200016,0.023400001
0.826800048,-0.499200016,0.023400001
0.740999997,-0.257400006,-0.42899999
0.389999986,-0.171599999,-0.366600007
1.271399975,-0.772199988,0.023400001
1.715999961,-0.288599998,-0.413400024
0.14819999,0.023400001,-0.194999993
0,-0.257400006,-0.327600002
1.66140008,-0.467999995,-0.163800001
1.497600079,-0.163800001,-0.156000003
1.497600079,-0.163800001,-0.156000003
0.37440002,-0.218400016,-0.24180001
0.460200012,-0.475800008,0
1.466400027,-0.319800019,-0.577199996
0.811200023,-0.460200012,-0.163800001
0.686399996,-0.070200004,-0.171599999
1.286999941,-0.351000011,-0.42899999
0.834600031,-0.569400012,-0.101400003
0.834600031,-0.569400012,-0.101400003
1.131000042,-0.202800006,-0.530400038
1.146600008,-0.436800033,-0.156000003
0.686399996,-0.319800019,0
0.444600016,0.140400007,-0.647400022
0.327600002,-0.132600009,0.062400002
1.708200097,0.0858,-0.530400038
1.677000046,-0.460200012,-0.078000002
0.779999971,-0.709800005,-0.054600004
0.779999971,-0.709800005,-0.054600004
0.319800019,-0.452400029,-0.202800006
0.421200007,-0.101400003,-0.124800004
1.045200109,0.202800006,-0.546000004
1.248000026,-0.171599999,-0.031200001
1.341599941,-0.226200014,-0.436800033
0.530400038,-1.014000058,-0.226200014
0.366600007,-0.194999993,-0.124800004
1.052999973,-0.319800019,-0.312000006
1.052999973,-0.319800019,-0.312000006
1.349400043,-0.116999999,-0.093600005
1.47420013,-0.366600007,-0.327600002
0.335399985,-0.709800005,-0.249600008
0.522600055,-0.171599999,-0.101400003
0.842400014,-0.530400038,-0.273000002
0.787800074,0.179400012,-0.319800019
1.466400027,-0.37440002,-0.327600002
1.466400027,-0.37440002,-0.327600002
1.052999973,-0.600600064,0.156000003
0.233999997,-0.413400024,-0.358800024
0.93599999,-0.351000011,-0.405600011
0.779999971,-0.312000006,0.218400016
0.725400031,0.093600005,-0.132600009
1.692600131,-0.389999986,-0.444600016
0.787800074,-0.460200012,0.031200001
0.18720001,-0.273000002,-0.421200007
0.18720001,-0.273000002,-0.421200007
0.61620003,-0.569400012,0.015600001
1.224599957,-0.296399981,-0.218400016
1.887600064,-0.444600016,-0.163800001
0.686399996,-0.327600002,-0.179400012
-0.218400016,-0.507000029,-0.514800012
1.325999975,-0.475800008,-0.124800004
0.967200041,-0.156000003,-0.624000013
0.967200041,-0.156000003,-0.624000013
1.41960001,-0.444600016,-0.039000001
0.959399998,-0.538200021,-0.327600002
0.0858,-0.452400029,-0.062400002
0.959399998,-0.499200016,-0.140400007
0.819000006,-0.202800006,-0.382200003
1.677000046,-0.37440002,-0.18720001
0.795600057,-0.358800024,-0.132600009
0.312000006,-0.499200016,-0.280800015
0.312000006,-0.499200016,-0.280800015
1.060800076,-0.507000029,-0.273000002
1.185599923,0.039000001,-0.499200016
1.014000058,-0.787800074,0.101400003
0.787800074,-0.194999993,-0.561600029
1.177800059,-0.249600008,-0.561600029
0.951600015,-0.787800074,0.18720001
0.920400023,-0.031200001,-0.405600011
1.162200093,-0.491400033,-0.312000006
1.162200093,-0.491400033,-0.312000006
0.982800066,-0.499200016,0
0.975000024,-0.273000002,-0.670799971
0.889200032,-0.460200012,0.0858
1.006199956,0.039000001,-0.702000022
0.702000022,-0.694200039,-0.249600008
1.310400009,-0.444600016,-0.296399981
0.787800074,-0.327600002,-0.491400033
0.647400022,-0.600600064,0
0.647400022,-0.600600064,0
0.998400033,-0.202800006,-0.37440002
0.998400033,-0.444600016,-0.031200001
1.240200043,-0.475800008,-0.351000011
0.80340004,-0.210600004,-0.265200019
0.951600015,-0.436800033,-0.109200008
0.904800057,-0.358800024,-0.296399981
0.748800039,-0.413400024,0.046800002
0.748800039,-0.413400024,0.046800002
0.928200006,-0.530400038,-0.421200007
1.115400076,-0.491400033,-0.460200012
1.068599939,-0.202800006,-0.132600009
1.162200093,-0.226200014,-0.538200021
0.491400033,-0.202800006,0.37440002
0.179400012,-0.054600004,-0.444600016
0.951600015,-0.116999999,-0.460200012
0.764400005,-0.546000004,0.249600008
0.764400005,-0.546000004,0.249600008
0.647400022,-0.249600008,-0.530400038
0.686399996,-0.37440002,0.031200001
0.312000006,-0.748800039,-0.093600005
0.998400033,-0.655200005,-0.444600016
0.91260004,-0.709800005,-0.179400012
0.93599999,-0.662999988,-0.265200019
0.709800005,-0.304200023,0.046800002
0.14819999,-0.233999997,-0.351000011
0.14819999,-0.233999997,-0.351000011
0.764400005,-0.592799962,-0.382200003
1.965600133,-0.530400038,0.046800002
0.764400005,0.296399981,-0.467999995
0.078000002,-0.218400016,-0.039000001
1.521000028,-0.335399985,-0.530400038
1.715999961,0.062400002,-0.397800028
0.444600016,-0.101400003,-0.312000006
0.444600016,-0.101400003,-0.312000006
0.998400033,-0.413400024,-0.366600007
1.552200079,-0.382200003,0.124800004
0.733200014,-0.116999999,-0.436800033
0.116999999,-0.327600002,-0.14819999
1.559999943,-0.546000004,-0.054600004
1.193400025,-0.078000002,-0.717600048
0.163800001,-0.413400024,0.101400003
1.177800059,-0.273000002,-0.265200019
1.177800059,-0.273000002,-0.265200019
1.037400007,-0.062400002,-0.48360002
0.608400047,-0.452400029,-0.202800006
0.91260004,-0.304200023,-0.779999971
0.865800023,-0.101400003,0.023400001
0.93599999,-0.569400012,-0.249600008
0.748800039,-0.132600009,-0.218400016
0.686399996,-0.397800028,-0.109200008
1.076400042,-0.265200019,-0.436800033
1.076400042,-0.265200019,-0.436800033
0.787800074,-0.257400006,-0.078000002
0.717600048,-0.132600009,-0.280800015
1.099799991,-0.351000011,0.202800006
0.709800005,-0.787800074,0.14819999
0.756600022,-0.327600002,-0.413400024
0.655200005,-0.0858,0.0078
1.107599974,-0.358800024,-0.538200021
1.107599974,-0.358800024,-0.538200021
1.240200043,-0.218400016,-0.343199998
0.943800032,-0.18720001,-0.054600004
0.795600057,-0.624000013,-0.421200007
0.748800039,-0.24180001,-0.194999993
0.779999971,-0.335399985,-0.42899999
0.982800066,-0.499200016,-0.210600004
1.162200093,-0.24180001,-0.210600004
1.115400076,-0.312000006,-0.249600008
1.115400076,-0.312000006,-0.249600008
0.569400012,-0.382200003,0.015600001
0.842400014,-0.405600011,-0.397800028
0.608400047,-0.358800024,-0.179400012
1.099799991,-0.304200023,-0.288599998
0.873600066,-0.499200016,-0.179400012
0.889200032,-0.257400006,-0.015600001
0.873600066,-0.265200019,-0.249600008
0.80340004,-0.460200012,-0.202800006
0.80340004,-0.460200012,-0.202800006
1.325999975,-0.499200016,-0.124800004
0.358800024,-0.48360002,-0.140400007
0.779999971,-0.319800019,-0.24180001
1.357200027,-0.819000006,-0.171599999
1.045200109,-0.093600005,-0.304200023
0.37440002,-0.202800006,-0.460200012
1.123200059,-0.842400014,-0.039000001
1.123200059,-0.842400014,-0.039000001
1.762800097,-0.116999999,-0.218400016
0.61620003,-0.249600008,-0.179400012
0.070200004,-0.475800008,-0.319800019
1.66140008,-0.491400033,-0.24180001
1.248000026,-0.382200003,-0.210600004
0.327600002,-0.179400012,-0.233999997
0.709800005,-0.351000011,-0.460200012
1.677000046,-0.889200032,0.031200001
1.677000046,-0.889200032,0.031200001
0.990600049,-0.319800019,-0.116999999
0.639600039,-0.156000003,-0.42899999
0.764400005,-0.37440002,0
0.686399996,-0.530400038,-0.218400016
1.138800025,-0.421200007,-0.202800006
1.450800061,-0.37440002,-0.265200019
1.248000026,-0.413400024,-0.101400003
1.248000026,-0.413400024,-0.101400003
0.273000002,-0.405600011,-0.140400007
0.452400029,-0.304200023,-0.491400033
1.489800096,-0.280800015,-0.249600008
1.567800045,-0.61620003,-0.233999997
0.686399996,-0.24180001,-0.382200003
0.351000011,-0.218400016,-0.265200019
0.655200005,-0.577199996,-0.0858
1.606800079,-0.226200014,-0.210600004
1.606800079,-0.226200014,-0.210600004
1.23240006,-0.140400007,-0.265200019
0.335399985,-0.740999997,-0.156000003
0.85799998,-0.569400012,-0.382200003
1.341599941,-0.226200014,-0.335399985
1.279200077,0.109200008,-0.249600008
0.842400014,-0.265200019,-0.249600008
0.717600048,-0.499200016,-0.288599998
1.107599974,-0.553799987,-0.156000003
1.107599974,-0.553799987,-0.156000003
0.80340004,-0.546000004,-0.226200014
0.569400012,-0.24180001,-0.101400003
1.318200111,-0.327600002,-0.460200012
0.670799971,-0.577199996,0.023400001
0.85799998,-0.319800019,-0.405600011
0.772199988,-0.37440002,-0.296399981
1.037400007,-0.460200012,0
1.037400007,-0.460200012,0
0.686399996,-0.18720001,-0.343199998
1.169999957,-0.61620003,-0.070200004
0.61620003,-0.265200019,-0.475800008
1.36500001,-0.382200003,-0.507000029
0.413400024,-0.561600029,0.124800004
0.80340004,-0.070200004,-0.561600029
1.092000008,-0.366600007,-0.14819999
1.092000008,-0.179400012,-0.42899999
1.092000008,-0.179400012,-0.42899999
1.099799991,-0.397800028,-0.499200016
1.333800077,-0.779999971,0.0078
1.068599939,-0.194999993,-0.327600002
0.998400033,-0.421200007,-0.156000003
1.154399991,-0.296399981,-0.444600016
1.169999957,-0.046800002,-0.382200003
1.045200109,-0.296399981,-0.335399985
0.740999997,-0.179400012,-0.444600016
0.740999997,-0.179400012,-0.444600016
0.982800066,0.078000002,-0.304200023
1.271399975,-0.389999986,-0.389999986
1.029600024,-0.124800004,-0.343199998
0.889200032,-0.226200014,-0.366600007
0.725400031,-0.312000006,-0.18720001
0.865800023,-0.312000006,0.031200001
1.193400025,-0.319800019,-0.18720001
1.193400025,-0.319800019,-0.18720001
0.842400014,-0.499200016,-0.132600009
0.608400047,-0.460200012,-0.280800015
0.577199996,-0.296399981,-0.280800015
0.779999971,-0.538200021,0.319800019
0.998400033,-0.436800033,-0.421200007
1.068599939,-0.288599998,-0.397800028
0.296399981,-0.343199998,0.218400016
0.93599999,-0.265200019,-0.538200021
0.93599999,-0.265200019,-0.538200021
1.021800041,-0.039000001,0.039000001
0.842400014,-0.405600011,-0.179400012
1.123200059,-0.265200019,-0.327600002
0.850199997,-0.132600009,-0.397800028
0.553799987,-0.312000006,-0.678600013
1.201200128,-0.397800028,0.101400003
0.850199997,-0.335399985,-0.046800002
0.756600022,-0.405600011,-0.335399985
0.756600022,-0.405600011,-0.335399985
1.23240006,-0.233999997,0
0.351000011,-0.475800008,-0.265200019
0.865800023,-0.249600008,-0.210600004
1.185599923,-0.18720001,-0.249600008
0.624000013,-0.569400012,-0.249600008
0.967200041,-0.280800015,-0.312000006
0.982800066,-0.312000006,-0.179400012
0.982800066,-0.312000006,-0.179400012
0.444600016,-0.499200016,0
1.201200128,-0.062400002,-0.538200021
0.772199988,-0.561600029,-0.0078
1.076400042,-0.42899999,-0.179400012
1.099799991,-0.124800004,-0.61620003
0.733200014,-0.553799987,0.218400016
1.23240006,0.046800002,-0.569400012
1.084200025,-0.304200023,-0.249600008
1.084200025,-0.304200023,-0.249600008
0.631799996,-0.538200021,-0.171599999
1.248000026,0.14819999,-0.319800019
1.248000026,-0.881400049,0.226200014
0.998400033,-0.218400016,-0.553799987
0.389999986,0.078000002,-0.662999988
1.36500001,-1.014000058,-0.124800004
1.333800077,-0.031200001,-0.507000029
0.218400016,-0.210600004,0.031200001
0.218400016,-0.210600004,0.031200001
1.622400045,-0.998400033,-0.24180001
1.123200059,0.14819999,-0.319800019
-0.062400002,-0.42899999,-0.280800015
1.832999945,-0.686399996,-0.296399981
0.998400033,-0.031200001,-0.257400006
0.569400012,-0.61620003,-0.288599998
1.380599976,-0.467999995,-0.288599998
1.380599976,-0.467999995,-0.288599998
0.304200023,-0.039000001,-0.499200016
1.497600079,-0.624000013,-0.312000006
0.93599999,-0.343199998,0.109200008
0.725400031,-0.140400007,-0.522600055
1.123200059,-0.889200032,0.156000003
1.068599939,-0.062400002,-0.312000006
0.647400022,-0.42899999,-0.273000002
1.154399991,-0.569400012,0.023400001
1.154399991,-0.569400012,0.023400001
1.123200059,-0.226200014,-0.608400047
1.014000058,-0.335399985,0.24180001
0.795600057,-0.42899999,-0.218400016
1.294800043,-0.140400007,-0.397800028
0.975000024,-0.42899999,-0.093600005
0.764400005,-0.436800033,-0.327600002
0.959399998,-0.444600016,-0.249600008
0.80340004,-0.312000006,-0.421200007
0.80340004,-0.312000006,-0.421200007
0.897000015,-0.405600011,-0.24180001
0.990600049,-0.280800015,-0.194999993
0.967200041,-0.413400024,-0.249600008
0.943800032,-0.522600055,-0.249600008
0.819000006,-0.608400047,-0.218400016
0.990600049,-0.37440002,-0.475800008
1.216800094,0.046800002,-0.444600016
1.216800094,0.046800002,-0.444600016
